  152600   47450   12.0       20
  153200   47250   12.0       15
  152400   47450   12.0       21
  153400   47250   12.0       15
  152200   47350   12.0       20
  153600   47250   12.0       14
  153800   47250   12.0       14
  152000   47350   12.0       20
  151800   47250   12.0       20
  154000   47250   12.0       15
  149400   46850   12.0       10
  149600   46650   12.0       19
  149800   46650   12.0       14
  151800   46750   12.0       12
  150000   46650   12.0       13
  150200   46750   12.0       13
  152000   46850   12.0       19
  150400   46850   12.0       13
  152200   46950   12.0       17
  150600   47050   12.0       16
  150800   46850   12.0       17
  151000   46750   12.0       13
  151200   46750   12.0       16
  151400   46650   12.0       16
  151600   47250   12.0       19
  152400   46950   12.0       17
  152600   46950   12.0       15
  152800   46950   12.0       14
  150600   46450   12.0       16
  150800   46450   12.0       13
  151000   46450   12.0       14
  151200   46550   12.0       15
  151400   46450   12.0       15
  151600   46450   12.0       13
  153000   46450   10.0       10
  153200   46450   12.0       16
  153400   46450   10.0       11
  149400   46050   12.0       13
  153600   46550   12.0       14
  149600   46050   12.0       15
  151800   46050   12.0       15
  149800   46050   12.0       15
  150000   46050   12.0       15
  152000   46050   12.0       17
  154000   46650   12.0       15
  150200   46150   12.0       14
  153800   46550   10.0       11
  152200   46050   12.0       18
  150400   46250   12.0       14
  154000   46050   12.0       14
  153800   46050   12.0       13
  153600   46050   12.0       13
  153400   45950   12.0       15
  150400   45150   12.0       23
  152400   46050   12.0       15
  150200   45250   10.0       17
  150000   45250   12.0       16
  153200   45850   12.0       10
  152600   46050   12.0       12
  152800   46050   12.0       13
  151600   45750   12.0       13
  149800   45150   12.0       17
  151400   45650   12.0       14
  153000   45650   12.0       14
  151200   45650   12.0       15
  151000   45650   12.0       18
  150800   45650   12.0       16
  151800   45150   12.0       15
  149600   45250   12.0       14
  150600   45650   12.0       17
  151400   45450   12.0       14
  151600   45450   12.0       17
  152000   45150   12.0       12
  152200   45350   12.0       14
  152800   45250   12.0       13
  152600   45250   12.0       10
  149400   45250   12.0       21
  152400   45350   10.0       14
  151800   44550   12.0       11
  151600   44050   12.0       15
  152000   44650   12.0       14
  151400   44050   12.0       14
  152200   44650   12.0       11
  151200   44050   12.0       20
  152400   44750   12.0       16
  151000   44050   12.0       20
  152600   44450   12.0       14
  150800   44050   12.0       16
  152800   44450   12.0       14
  151200   44850   12.0       14
  150600   44050   10.0       12
  151000   44850   12.0       18
  153000   44850   02.0        4
  150800   44850   12.0       23
  153200   44850   08.0        9
  150600   44850   12.0       24
  153400   44750   12.0       12
  150400   44450   12.0       16
  153600   44650   12.0       12
  150200   44450   12.0       15
  153800   44850   12.0       14
  150000   44450   12.0       10
  154000   44850   12.0       16
  149800   44450   12.0       12
  149400   43650   12.0       13
  149600   44450   12.0       13
  149400   44450   12.0       15
  149600   43650   12.0       13
  153000   43250   12.0       14
  151800   43650   12.0       17
  153200   43250   02.0        5
  152000   43650   12.0       16
  152200   43650   12.0       14
  154000   43250   12.0       11
  152400   43650   10.0       15
  152600   43650   12.0       15
  153800   43250   12.0       12
  152800   43650   12.0       16
  153000   43950   12.0       12
  153200   44050   12.0       12
  151600   43250   12.0       14
  153400   44050   12.0       14
  151400   43250   12.0       14
  153600   44050   12.0       15
  153800   44050   12.0       15
  154000   44050   12.0       14
  151200   43250   12.0       14
  151000   43250   12.0       13
  150800   43250   12.0       11
  153600   43250   12.0       14
  153000   42450   12.0       17
  153400   43150   12.0       14
  153200   42450   12.0       16
  150600   43250   12.0       12
  153400   42450   12.0       15
  152800   42850   12.0       15
  152600   42750   12.0       17
  153600   42450   12.0       15
  149800   43650   12.0       15
  152400   42750   12.0       16
  153800   42450   12.0       15
  150000   43650   12.0       12
  152200   42850   12.0       13
  154000   42550   12.0       18
  152000   42850   12.0       13
  151800   42850   12.0       14
  151600   42450   12.0       15
  151400   42450   12.0       13
  151200   42450   12.0       17
  150200   43650   12.0       14
  151000   42450   12.0       15
  150800   42450   12.0       21
  150400   43650   12.0       13
  150400   42750   12.0       12
  150200   42750   12.0       17
  150000   42850   12.0       12
  149800   42850   12.0       14
  149600   42950   12.0       13
  149400   42950   12.0        9
  150600   42450   12.0       26
  149400   42250   12.0       16
  151800   42050   12.0       18
  152800   41350   12.0       15
  149600   42250   12.0       16
  152000   42050   12.0       17
  152600   41350   12.0       16
  149800   42150   12.0       12
  152200   42050   12.0       20
  152400   41350   12.0       16
  150400   42050   12.0       26
  152400   42050   12.0       18
  152200   41350   12.0       15
  150200   42050   12.0       18
  152600   42050   12.0       19
  152000   41350   12.0       13
  152800   42050   12.0       18
  150000   42150   12.0       12
  150600   41650   12.0       14
  150800   41650   12.0       14
  150600   41450   12.0       17
  151000   41650   12.0       14
  150800   41450   12.0       13
  151200   41650   12.0       15
  151000   41450   12.0       11
  151200   41450   12.0       16
  151400   41450   12.0       14
  153000   41650   12.0       16
  153200   41650   12.0       18
  153400   41650   12.0       11
  153600   41650   12.0       12
  153800   41650   12.0       18
  151600   41450   12.0       16
  154000   41650   12.0       14
  151400   41650   12.0       13
  151600   41650   12.0       12
  151800   41450   12.0       14
  153400   40450   12.0       15
  150400   41250   12.0       14
  153200   40450   12.0       10
  150200   41250   12.0       17
  153000   40450   12.0       16
  150000   41250   12.0       17
  152800   40350   12.0       13
  151600   39850   12.0       15
  149800   41250   12.0       18
  152600   40250   12.0       14
  149600   41250   12.0       15
  152000   39550   17.0       19
  149400   41250   12.0       13
  150000   41050   12.0       17
  150200   41050   12.0       14
  150400   41050   12.0       15
  154000   38750   12.0       17
  153800   38850   12.0       18
  151600   39150   12.0       16
  153600   38950   12.0       18
  151400   39150   12.0       18
  153400   39050   12.0       18
  151200   39150   12.0       17
  153200   39050   12.0       15
  151000   39150   12.0       15
  153000   39050   12.0       14
  152800   39050   12.0        6
  150000   39650   17.0        6
  150800   39150   12.0       13
  153000   38850   12.0       16
  150600   39150   12.0       15
  150200   39650   12.0        6
  153200   38650   12.0       17
  149400   39250   12.0       16
  149600   39250   12.0       15
  149800   39250   12.0       15
  150000   39250   12.0        9
  150200   39250   12.0       14
  150400   39250   12.0       11
  150600   38950   12.0       14
  150800   38950   12.0       16
  153400   38450   12.0       17
  151000   38950   12.0       15
  151800   38750   12.0       14
  151200   38950   12.0       15
  152000   38750   08.0       10
  152200   38750   08.0       16
  152400   38850   12.0       16
  150000   38250   12.0       14
  153600   38450   12.0       18
  150600   38350   12.0       16
  150800   38350   12.0       16
  150600   39650   12.0       14
  154000   38450   12.0       18
  150400   39650   12.0       14
  151000   38350   12.0       14
  150800   39650   12.0       12
  152600   38450   02.0        3
  151600   38350   12.0       12
  153800   38450   10.0       14
  151400   38350   02.0        5
  152200   38150   11.0       10
  151200   38350   08.0        9
  152000   38050   12.0       14
  151800   38050   12.0       16
  153000   37650   12.0       16
  151400   37850   12.0       14
  153200   37650   12.0       16
  149800   38350   12.0       14
  151600   37550   12.0       16
  149600   38350   12.0       16
  153400   37650   12.0       18
  151200   37750   12.0       16
  149400   38350   12.0       18
  153600   37650   12.0       18
  151000   37750   12.0       16
  149400   38050   12.0       13
  153800   37650   12.0       15
  150800   37750   12.0       14
  149400   37850   12.0       15
  154000   37750   12.0       15
  150600   37750   07.0        9
  149600   37850   12.0       19
  149600   38050   05.0        9
  150400   37550   12.0       12
  152800   37650   12.0       15
  149800   38050   12.0       16
  152600   37650   12.0       16
  150000   38050   12.0       15
  152400   37500   12.0       14
  150200   38050   12.0       15
  149400   36950   12.0       14
  150400   38050   12.0       16
  150800   37250   12.0       17
  151000   37250   12.0       20
  153000   36750   12.0       12
  151200   37250   12.0       16
  153200   36850   12.0       15
  151400   37250   12.0       14
  151600   37250   12.0       16
  153400   36850   12.0       14
  151800   37150   12.0       14
  151600   36950   12.0       16
  152000   37250   12.0       15
  151400   36950   12.0       17
  152200   37250   12.0       15
  154000   36550   12.0       15
  151800   36850   12.0       14
  152400   37250   12.0       14
  153800   36550   12.0       14
  152000   36950   12.0       14
  152600   37250   12.0       17
  152200   36950   02.0        3
  152800   37250   12.0       18
  152400   36950   02.0        3
  153600   36550   12.0       14
  151200   36550   12.0       16
  151400   36650   12.0       13
  151600   36650   12.0       15
  151800   36650   10.0        6
  152000   36650   12.0       16
  153000   36150   12.0       15
  153200   36250   12.0       15
  152200   36550   12.0       14
  152400   36450   17.0       17
  152800   36450   12.0       17
  152600   36350   12.0       15
  151800   35150   12.0       19
  153400   36250   12.0       15
  152000   35150   12.0       20
  153600   36250   12.0       16
  152200   35150   12.0       22
  153800   36250   12.0       16
  152400   35250   12.0       22
  154000   36250   12.0       15
  152600   35150   12.0       20
  152800   35150   12.0       20
  153000   35250   12.0       21
  152800   35350   12.0       21
  153200   35250   12.0       20
  152600   35350   12.0       21
  153400   35250   12.0       19
  152400   35350   12.0       19
  153600   35250   12.0       19
  152200   35350   12.0       19
  153800   35250   12.0       16
  152000   35350   15.0       23
  154000   35250   12.0       17
  151800   35350   12.0       16
  153000   34950   12.0       21
  153200   35050   12.0       17
  153400   35050   12.0       20
  149400   34650   12.0       15
  149600   34650   12.0       15
  149800   34650   12.0       16
  153600   35050   12.0       18
  153800   35050   12.0       17
  154000   35050   12.0       17
  150000   34650   12.0       17
  150600   34450   12.0       16
  150800   34450   12.0       16
  151000   34450   12.0       17
  151200   34450   12.0       14
  150200   34650   12.0       16
  151800   34350   12.0       15
  151600   34450   12.0       13
  150400   34650   12.0       17
  154000   34850   12.0       19
  151400   34450   12.0       15
  153800   34850   12.0       20
  153600   34850   12.0       20
  153400   34850   12.0       20
  153200   34850   12.0       18
  149400   33850   10.0       18
  151600   34150   12.0       15
  153000   33850   12.0       15
  149600   33750   10.0       17
  153200   33850   12.0       16
  150600   33450   12.0       17
  150400   33350   10.0       19
  153800   33550   12.0       17
  150800   33450   12.0       19
  149800   33250   16.0       19
  151000   33450   12.0       19
  149600   33250   16.0       18
  151200   33450   12.0       17
  153600   33250   12.0       17
  149400   33250   14.0       15
  151400   33350   12.0       17
  153400   33350   12.0       15
  151800   33150   12.0       14
  153200   33450   12.0       16
  152000   33150   12.0       16
  151600   32850   12.0       12
  152200   33150   12.0       17
  153000   33550   12.0       22
  151400   32850   12.0       12
  152400   33250   12.0       16
  152800   33650   12.0       18
  151200   32850   12.0       14
  152600   33250   12.0       14
  151000   32850   12.0       14
  152600   33550   12.0       18
  152800   33250   12.0       14
  150800   32850   12.0       14
  150000   32650   10.0       11
  153000   32850   12.0       14
  150200   32650   11.0       13
  153200   32850   12.0       14
  150400   32550   11.0       13
  153400   32850   12.0       13
  151600   32050   12.0       18
  150400   32450   12.0       16
  153600   32850   10.0       13
  151400   32050   12.0       19
  150200   32450   12.0       15
  153800   32850   12.0       16
  151200   32050   12.0       18
  150000   32450   12.0       17
  154000   32850   12.0       15
  151000   32050   12.0       22
  149800   32450   12.0       15
  150800   32050   12.0       16
  149600   32450   12.0       15
  150600   32050   12.0       16
  154000   32250   12.0       16
  149400   32450   12.0       15
  153800   32250   12.0       16
  150400   31850   11.0       17
  153600   32250   12.0       16
  150200   31850   11.0       17
  153400   32350   12.0       15
  153200   32350   12.0       12
  153000   32350   12.0       11
  150000   31850   13.0       18
  151800   31650   12.0       14
  149800   31850   11.0       15
  152000   31650   12.0       17
  149600   31750   13.0       19
  152200   31650   12.0       16
  149400   31850   11.0       17
  152400   31650   12.0       16
  152600   31650   12.0       15
  152800   31650   12.0       14
  151800   30550   12.0       16
  152000   30450   12.0       15
  152200   30350   12.0       19
  152400   30550   12.0       14
  151600   31250   12.0       12
  151400   31150   12.0       13
  151200   31050   12.0       13
  151000   31050   12.0       15
  150800   31150   12.0       12
  154000   31250   12.0       15
  153800   31150   12.0       12
  150600   31250   12.0       13
  153600   31050   12.0       13
  153400   30950   12.0       12
  153200   30950   12.0       14
  153000   31050   12.0       14
  149400   31050   12.0       14
  152800   32450   12.0       13
  153200   30850   12.0       16
  152600   32450   12.0       15
  152400   32450   12.0       13
  153000   30750   12.0       13
  149600   31050   02.0        4
  152800   30650   12.0       14
  152600   30650   12.0       15
  150600   30350   12.0       19
  150800   30350   12.0       15
  151000   30350   12.0       16
  149800   31050   02.0        4
  151200   30350   12.0       17
  152200   32450   02.0        7
  152000   32550   12.0       14
  151800   32550   12.0       13
  150000   30750   12.0       14
  150200   30750   12.0       14
  153400   30850   12.0       13
  153600   30750   12.0       17
  151400   30350   12.0       15
  153800   30650   12.0       13
  151600   30350   12.0       17
  150400   30750   12.0       14
  151800   29750   11.0       16
  152200   29750   13.0       19
  154000   30550   10.0       15
  152400   29850   11.0       18
  149400   29750   12.0       12
  152600   29950   11.0       17
  149600   29750   12.0       15
  152800   30050   11.0       14
  149800   29750   12.0       15
  150200   29750   12.0       16
  150400   29750   12.0       15
  152000   29650   12.0       20
  151600   29550   12.0       14
  151400   29650   12.0       18
  150600   29650   12.0       15
  151200   29650   12.0       15
  153000   29850   10.0       13
  153200   29850   10.0       13
  150800   29650   12.0       16
  152800   29750   12.0       12
  151000   29650   12.0       17
  152600   29650   08.0       14
  153000   28950   12.0       22
  149400   29250   12.0       15
  152400   29550   12.0       14
  153200   29050   12.0       17
  149600   29150   12.0       14
  152200   29450   12.0       15
  153400   29150   10.0       12
  149800   29050   12.0       14
  152000   29450   12.0       14
  150000   29050   12.0       12
  151800   29550   12.0       20
  150200   29050   12.0       11
  150400   29050   12.0       15
  149600   28750   12.0       12
  149800   28650   12.0       12
  152400   27950   12.0        6
  149800   28450   12.0       13
  152600   28150   12.0       18
  150000   28450   12.0       14
  152800   28150   12.0       20
  150200   28250   12.0       13
  153000   28550   12.0       19
  150400   28350   12.0       14
  153200   28450   12.0        6
  150600   28250   12.0       13
  153400   28450   12.0       15
  154000   28150   12.0       22
  153800   28050   12.0       21
  153400   29250   12.0       13
  153600   28050   12.0       23
  153600   29350   12.0       12
  153400   28050   12.0        6
  153800   29450   12.0       14
  151000   28950   12.0       16
  150800   28950   12.0       15
  150600   28950   12.0       13
  154000   29550   12.0       14
  150400   28850   12.0       13
  150200   28850   12.0       13
  150000   28950   12.0       15
  153200   28050   12.0       23
  153000   28050   12.0       21
  149400   26450   12.0       14
  152800   27650   12.0       13
  149600   26450   12.0       14
  153600   28850   12.0       21
  152600   27650   12.0        6
  149800   26450   12.0       12
  153800   28850   12.0       21
  150000   26550   12.0       13
  154000   28950   12.0       26
  150200   26450   12.0       14
  152400   27650   12.0       13
  152200   27650   12.0       12
  150400   26450   12.0       12
  152000   27650   12.0       13
  151800   27650   12.0       13
  151600   27650   12.0       14
  152800   26750   12.0       19
  152000   27450   12.0       14
  152200   27450   12.0       13
  152400   27450   12.0       14
  152600   27450   12.0       15
  153000   26250   12.0       14
  153000   26850   12.0       21
  153200   26850   12.0       15
  153000   26650   12.0       16
  153200   26650   12.0       14
  153400   26750   12.0       15
  150600   26450   12.0       15
  153400   26850   12.0       13
  150800   26150   12.0       12
  151000   26150   12.0       14
  153200   26050   12.0       13
  151200   26050   12.0       12
  150000   26050   12.0       11
  149800   26050   12.0       12
  149600   26050   12.0       12
  153600   26050   12.0       17
  149400   26050   12.0       13
  153600   26850   12.0       14
  153400   26050   10.0       14
  150200   26050   12.0       12
  153600   26650   12.0       17
  153800   26550   12.0       17
  150400   26050   12.0       12
  153400   25650   10.0       14
  153600   25650   12.0       13
  153800   25650   12.0       11
  154000   26550   12.0       17
  154000   25550   12.0       14
  154000   27050   12.0       17
  153800   27050   10.0       15
  153800   26050   12.0       19
  154000   26050   12.0       21
  149400   25250   12.0       14
  149600   25250   12.0       15
  150600   25650   12.0       13
  153800   25850   12.0       20
  150800   25650   12.0       12
  151000   25650   12.0       12
  151200   25650   12.0       11
  149800   25250   12.0       13
  150000   25250   12.0       12
  154000   25850   12.0       16
  151800   25250   12.0       14
  151600   25250   12.0       13
  151400   25450   12.0       11
  151400   25250   12.0       14
  151600   25450   12.0       13
  150200   25250   08.0        9
  150400   25250   08.0        9
  151200   25250   12.0       12
  152200   24950   12.0       11
  152000   24550   12.0       12
  151800   23650   12.0       13
  152000   25050   12.0       12
  152200   24250   12.0       13
  152000   23650   12.0       13
  151600   24750   12.0       12
  152400   24250   12.0       12
  152200   23650   12.0       11
  151400   24750   12.0       12
  152600   24350   12.0       12
  152400   23650   12.0       11
  151200   24850   12.0       14
  152800   24250   12.0       13
  152600   23650   12.0       12
  151000   24850   12.0       14
  153000   24050   09.0        9
  152800   23650   12.0       11
  150800   24850   12.0       12
  152800   24050   12.0       13
  153200   23650   12.0       12
  150600   24850   12.0       14
  152600   24050   12.0       13
  153400   23550   12.0       11
  150400   24450   12.0       13
  152400   24050   12.0       14
  153600   23550   12.0       11
  150200   24450   12.0       11
  152200   24050   12.0       11
  153800   23550   08.0       10
  150000   24450   12.0       12
  152000   24050   12.0       12
  154000   23550   12.0       14
  149800   24450   12.0       11
  151800   24050   12.0       13
  154000   23250   12.0       11
  149600   24450   12.0       10
  151600   23950   12.0       13
  153800   23250   12.0       11
  149400   24450   12.0       12
  151400   23950   12.0       14
  151200   24150   12.0       15
  151000   24150   12.0       13
  150000   23850   12.0       10
  150800   24050   12.0       13
  149800   23850   12.0       11
  150600   24050   12.0       15
  149400   23650   12.0       11
  149600   23650   12.0       11
  150600   23250   12.0       16
  150800   23250   10.0        7
  151000   23250   12.0       10
  153600   23250   12.0       12
  153400   23250   12.0       12
  151800   24450   12.0       17
  151200   23250   12.0       12
  153200   23250   12.0       11
  150400   22850   12.0       12
  151400   23250   12.0       11
  150200   22850   12.0       14
  153000   23250   12.0       13
  150000   22850   12.0       12
  152800   22850   11.0       11
  152600   22850   12.0       12
  151600   23250   12.0       13
  149800   22850   12.0       15
  152400   22850   12.0       14
  152200   22850   12.0       15
  150200   23450   12.0       11
  149600   22850   12.0       13
  150400   23450   12.0       12
  149400   22850   12.0       13
  150600   22450   12.0       11
  152800   22050   12.0       20
  152000   22850   12.0       17
  150800   22450   12.0       13
  151800   22850   12.0       15
  151000   22450   12.0       13
  151200   22450   12.0       12
  152400   22050   12.0       21
  151400   22450   12.0       14
  153000   22450   12.0       14
  153200   22450   12.0       15
  151600   22450   12.0       15
  152200   22050   12.0       19
  153400   22450   12.0       12
  152000   22050   12.0       14
  149400   22050   12.0       12
  153600   22450   12.0       16
  149600   22050   12.0       11
  153800   22450   12.0       13
  149800   22050   12.0       12
  154000   22450   06.0        9
  151800   22050   12.0       13
  151600   21650   12.0       14
  151400   21650   12.0       18
  151200   21650   12.0       15
  151000   21650   12.0       20
  150800   21650   12.0       18
  152600   22050   12.0       19
  150600   21650   12.0       18
  150400   21250   07.0        9
  154000   22050   12.0       15
  150200   21350   12.0       17
  150000   22050   12.0       12
  150200   22050   12.0       11
  150000   21050   07.0        6
  150400   22050   10.0       10
  153800   21950   12.0       11
  149800   21150   12.0       13
  149400   20650   12.0       13
  149600   20650   12.0       11
  149800   20650   12.0       12
  150000   20650   12.0       12
  149600   21250   12.0       12
  150200   20650   10.0       12
  149400   21250   99.9        0
  150400   20650   10.0       10
  153600   21950   12.0       15
  152800   21250   12.0       15
  152600   21250   12.0       14
  151800   21250   07.0        7
  152400   21250   12.0       14
  152000   21250   12.0       12
  152200   21250   12.0       14
  153400   21850   10.0       11
  153200   21850   07.0       13
  153000   21850   08.0       15
  153000   20850   12.0       12
  153200   20850   12.0       15
  151600   20850   12.0       11
  150800   20250   12.0       13
  153400   20850   16.0       17
  151400   20850   12.0       11
  150600   20250   08.0       10
  153600   20850   16.0       16
  151200   20850   08.0        8
  150400   20250   12.0       12
  153800   20850   16.0       18
  151000   20850   12.0       12
  149800   20250   12.0       13
  154000   20850   16.0       17
  150800   20850   12.0       11
  149600   20250   11.0       13
  150600   20950   08.0        7
  149400   20450   12.0       13
  152800   20450   12.0       14
  149600   20450   12.0       13
  151000   20550   11.0       12
  152600   20450   12.0       12
  149800   20450   16.0       15
  151200   20450   15.0       16
  152400   20450   12.0       13
  150000   20450   15.0       16
  151400   20250   20.0       21
  152200   20450   12.0       15
  150200   20450   12.0       14
  152000   20450   10.0       10
  151600   20050   14.0       18
  150400   20450   16.0       18
  151800   20450   16.0       19
  151800   20150   15.0       17
  152000   20150   14.0       14
  152200   20150   13.0       14
